episode_id,run_label,seed,decision_index,clock_time,next_clock_time,policy_name,proposed_action,actual_action,inventory_before,inventory_after,active_volume_before,active_volume_after,executed_market_order_volume,executed_limit_order_volume,executed_market_buy_volume,executed_limit_buy_volume,signed_executed_volume,reward_step,reward_cumulative,drift_after,strategic_direction,terminated,intervened,intervention_time,delta,delta_units,intervention_target,direction,clipped,clip_reason,selected_action_index,selected_action_before,selected_action_after,slack_action_index,slack_action_before,slack_action_after,requested_delta,realized_delta,planned_market_sell_before,planned_market_sell_after,planned_active_sell_before,planned_active_sell_after,best_bid_before,best_ask_before,midprice_before,spread_before,imbalance_before,bid_depth_before,ask_depth_before,best_bid_after,best_ask_after,midprice_after,spread_after,imbalance_after,bid_depth_after,ask_depth_after,future_midprice,delta_p_horizon,horizon,pair_seed,pair_t0,pair_label
episode_6ba520e8,plus,100,3,45.0,60.0,heuristic_sell_policy,"[0.19355562832887704,0.33836211080753176,0.16582215881171897,0.09588665612547076,0.07205430436130719,0.06893743364350387,0.06538170792159045]","[0.19355562832887704,0.33836211080753176,0.16582215881171897,0.09588665612547076,0.07205430436130719,0.06893743364350387,0.06538170792159045]",7.0,6.0,6.0,5.0,1.0,0.0,0.0,0.0,-1.0,-0.1,-0.4,-3.0,sell,False,False,1.0,1.0,lots,market,plus,False,,0.0,0.19355562832887704,0.19355562832887704,4.0,0.07205430436130719,0.07205430436130719,1.0,0.0,1.0,1.0,6.0,6.0,997.0,998.0,997.5,1.0,0.33951126676987914,9.66123461197344,4.763779722203397,997.0,998.0,997.5,1.0,0.02413241009563798,7.488361131856703,7.135453246124767,995.5,-2.0,5,100,1,plus
episode_6ba520e8,plus,100,4,60.0,75.0,heuristic_sell_policy,"[0.24515089407686824,0.32801972767870463,0.16078160024091726,0.09301171243794912,0.06993578571265788,0.06694215022069464,0.036158129632208345]","[0.2451508940768682,0.3280197276787046,0.16078160024091723,0.0930117124379491,0.06993578571265786,0.06694215022069462,0.03615812963220834]",6.0,3.0,5.0,2.0,1.0,2.0,0.0,0.0,-3.0,-0.2,-0.6,-3.0,sell,False,False,1.0,1.0,lots,market,plus,False,,0.0,0.2451508940768682,0.2451508940768682,4.0,0.06993578571265786,0.06993578571265786,1.0,0.0,1.0,1.0,5.0,5.0,997.0,998.0,997.5,1.0,0.02413241009563798,7.488361131856703,7.135453246124767,997.0,998.0,997.5,1.0,-0.02178300962551562,7.464704716499848,7.797153930306489,995.5,-2.0,5,100,1,plus
episode_6ba520e8,plus,100,5,75.0,90.0,heuristic_sell_policy,"[0.26859531642005424,0.312492881471686,0.1544409689891224,0.09114895719413804,0.07043531341495442,0.06885336363011241,0.03403319887993248]","[0.26859531642005424,0.312492881471686,0.1544409689891224,0.09114895719413804,0.07043531341495442,0.06885336363011241,0.03403319887993248]",3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,-1.0,-0.1,-0.7,-4.0,sell,False,False,1.0,1.0,lots,market,plus,False,,0.0,0.26859531642005424,0.26859531642005424,4.0,0.07043531341495442,0.07043531341495442,1.0,0.0,1.0,1.0,2.0,2.0,997.0,998.0,997.5,1.0,-0.02178300962551562,7.464704716499848,7.797153930306489,996.0,997.0,996.5,1.0,0.393901178806111,10.221377713017231,4.444479333996581,995.0,-2.5,5,100,1,plus
episode_6ba520e8,plus,100,6,90.0,105.0,heuristic_sell_policy,"[0.28495301396446504,0.31735607845588004,0.15577209278402118,0.09042271679495464,0.06831433828688234,0.06563539238434055,0.017546367329456275]","[0.284953013964465,0.31735607845588,0.15577209278402115,0.09042271679495463,0.06831433828688233,0.06563539238434053,0.01754636732945627]",2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,-0.15,-0.85,-4.0,sell,False,False,1.0,1.0,lots,market,plus,False,,0.0,0.284953013964465,0.284953013964465,4.0,0.06831433828688233,0.06831433828688233,1.0,0.0,1.0,1.0,2.0,2.0,996.0,997.0,996.5,1.0,0.393901178806111,10.221377713017231,4.444479333996581,996.0,997.0,996.5,1.0,-0.07821088198967112,7.1755631259542705,8.393210654848524,995.0,-1.5,5,100,1,plus
episode_6ba520e8,plus,100,7,105.0,120.0,heuristic_sell_policy,"[0.36934560099598057,0.2766313032355737,0.13604290434720895,0.07933979173552917,0.060328767911228855,0.058253891297176105,0.020057740477302615]","[0.36934560099598057,0.2766313032355737,0.13604290434720895,0.07933979173552917,0.060328767911228855,0.058253891297176105,0.020057740477302615]",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.85,-5.0,sell,False,False,1.0,1.0,lots,market,plus,False,,0.0,0.36934560099598057,0.36934560099598057,4.0,0.060328767911228855,0.060328767911228855,1.0,0.0,0.0,0.0,0.0,0.0,996.0,997.0,996.5,1.0,-0.07821088198967112,7.1755631259542705,8.393210654848524,995.0,996.0,995.5,1.0,0.40102898360292855,12.475078605846884,5.333373256106171,995.0,-1.5,5,100,1,plus
episode_6ba520e8,plus,100,8,120.0,135.0,heuristic_sell_policy,"[0.35277468327198985,0.29850159918846314,0.14389780173830866,0.07981120826723184,0.05639661629486123,0.05125713262447839,0.017360958614666893]","[0.35277468327198985,0.29850159918846314,0.14389780173830866,0.07981120826723184,0.05639661629486123,0.05125713262447839,0.017360958614666893]",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.85,-5.0,sell,False,False,1.0,1.0,lots,market,plus,False,,0.0,0.35277468327198985,0.35277468327198985,4.0,0.05639661629486123,0.05639661629486123,1.0,0.0,0.0,0.0,0.0,0.0,995.0,996.0,995.5,1.0,0.40102898360292855,12.475078605846884,5.333373256106171,995.0,996.0,995.5,1.0,0.1621532281317723,7.65649888556839,5.519902814707656,995.0,-0.5,5,100,1,plus
episode_6ba520e8,plus,100,9,135.0,150.0,heuristic_sell_policy,"[0.4230618330129435,0.2648175135190047,0.1275089275246004,0.07050323087350507,0.0495799483066586,0.04486953948313632,0.01965900728015149]","[0.4230618330129435,0.2648175135190047,0.1275089275246004,0.07050323087350507,0.0495799483066586,0.04486953948313632,0.01965900728015149]",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.85,-5.5,sell,False,False,1.0,1.0,lots,market,plus,False,,0.0,0.4230618330129435,0.4230618330129435,4.0,0.0495799483066586,0.0495799483066586,1.0,0.0,0.0,0.0,0.0,0.0,995.0,996.0,995.5,1.0,0.1621532281317723,7.65649888556839,5.519902814707656,994.0,996.0,995.0,2.0,0.3451157571896043,7.009636879061008,3.4127179875662015,995.0,-0.5,5,100,1,plus
episode_6ba520e8,plus,100,10,150.0,150.0,heuristic_sell_policy,"[0.44134264912220916,0.2528904973998426,0.12262266537141793,0.06904099113828016,0.04991662874942842,0.04627493459783383,0.017911633620988004]","[0.44134264912220916,0.2528904973998426,0.12262266537141793,0.06904099113828016,0.04991662874942842,0.04627493459783383,0.017911633620988004]",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-0.25,-1.1,-5.5,sell,True,False,1.0,1.0,lots,market,plus,False,,0.0,0.44134264912220916,0.44134264912220916,4.0,0.04991662874942842,0.04991662874942842,1.0,0.0,0.0,0.0,0.0,0.0,994.0,996.0,995.0,2.0,0.3451157571896043,7.009636879061008,3.4127179875662015,994.0,996.0,995.0,2.0,0.3392233421472133,6.916696488592595,3.4127179875662015,995.0,0.0,5,100,1,plus
episode_6ba520e8,baseline,100,0,0.0,15.0,heuristic_sell_policy,"[0.08387583273748951,0.4272810754774732,0.20083485091701664,0.1039567371155759,0.06529732830410914,0.052797269898033516,0.06595690555030202]","[0.08387583273748951,0.4272810754774732,0.20083485091701664,0.1039567371155759,0.06529732830410914,0.052797269898033516,0.06595690555030202]",20.0,18.0,0.0,17.0,2.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1.0,sell,False,False,,0.0,normalized,component,baseline,False,,,,,,,,0.0,0.0,2.0,2.0,19.0,19.0,999.0,1000.0,999.5,1.0,0.2817300756771457,8.531965511484378,4.781236188923392,999.0,1000.0,999.5,1.0,-0.3337623710980462,5.83365820889904,11.678586539310896,996.5,-3.0,5,100,1,minus
episode_6ba520e8,minus,100,1,15.0,30.0,heuristic_sell_policy,"[0.25408950819632364,0.3700911282520186,0.17261810769906133,0.08737099896001198,0.05255024292341655,0.04038750771082443,0.022892506258343475]","[0.2222222222222222,0.3888888888888889,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.0,0.0]",18.0,14.0,17.0,14.0,4.0,0.0,0.0,0.0,-4.0,-0.1,-0.1,-2.0,sell,False,True,1.0,1.0,lots,market,minus,False,,0.0,0.25408950819632364,0.2222222222222222,4.0,0.05255024292341655,0.1111111111111111,1.0,-1.0,5.0,4.0,18.0,18.0,999.0,1000.0,999.5,1.0,-0.3337623710980462,5.83365820889904,11.678586539310896,998.0,999.0,998.5,1.0,-0.010734827621466473,7.353020987468686,7.512600875655225,996.0,-3.5,5,100,1,minus
episode_6ba520e8,minus,100,2,30.0,45.0,heuristic_sell_policy,"[0.20637780613055226,0.38042199101943425,0.18014112529924134,0.09521888764955383,0.062130622852770295,0.05233286338406234,0.023376703664385805]","[0.20637780613055226,0.38042199101943425,0.18014112529924134,0.09521888764955383,0.062130622852770295,0.05233286338406234,0.023376703664385805]",14.0,11.0,14.0,11.0,3.0,0.0,0.0,0.0,-3.0,-0.15,-0.25,-3.0,sell,False,False,1.0,1.0,lots,market,minus,False,,0.0,0.20637780613055226,0.20637780613055226,4.0,0.062130622852770295,0.062130622852770295,1.0,0.0,3.0,3.0,14.0,14.0,998.0,999.0,998.5,1.0,-0.010734827621466473,7.353020987468686,7.512600875655225,997.0,998.0,997.5,1.0,0.20898452763333097,8.951842625510048,5.857019557422741,995.5,-3.0,5,100,1,minus
episode_6ba520e8,minus,100,3,45.0,60.0,heuristic_sell_policy,"[0.2129025057241527,0.36208292744968545,0.17400217289007844,0.09571893462656332,0.06677090062301487,0.059990602844108835,0.028531955842396407]","[0.2129025057241527,0.36208292744968545,0.17400217289007844,0.09571893462656332,0.06677090062301487,0.059990602844108835,0.028531955842396407]",11.0,9.0,11.0,9.0,2.0,0.0,0.0,0.0,-2.0,-0.2,-0.45,-4.0,sell,False,False,1.0,1.0,lots,market,minus,False,,0.0,0.2129025057241527,0.2129025057241527,4.0,0.06677090062301487,0.06677090062301487,1.0,0.0,2.0,2.0,11.0,11.0,997.0,998.0,997.5,1.0,0.20898452763333097,8.951842625510048,5.857019557422741,996.0,997.0,996.5,1.0,0.3864578240723607,11.02847160721888,4.8803738199367785,995.5,-2.0,5,100,1,minus
episode_6ba520e8,minus,100,4,60.0,75.0,heuristic_sell_policy,"[0.24467847999385553,0.3508370604890822,0.16886157628265588,0.09327342753455715,0.06548819002314007,0.0591821850994887,0.01767908057722047]","[0.24467847999385553,0.3508370604890822,0.16886157628265588,0.09327342753455715,0.06548819002314007,0.0591821850994887,0.01767908057722047]",9.0,4.0,9.0,4.0,2.0,3.0,0.0,0.0,-5.0,-0.6,-1.05,-4.0,sell,False,False,1.0,1.0,lots,market,minus,False,,0.0,0.24467847999385553,0.24467847999385553,4.0,0.06548819002314007,0.06548819002314007,1.0,0.0,2.0,2.0,9.0,9.0,996.0,997.0,996.5,1.0,0.3864578240723607,11.02847160721888,4.8803738199367785,996.0,997.0,996.5,1.0,0.2794661082465359,7.4972917058842645,4.222114783372483,995.5,-1.0,5,100,1,minus
episode_6ba520e8,minus,100,5,75.0,90.0,heuristic_sell_policy,"[0.2727712183169202,0.31391466305570376,0.15501529847588197,0.09130697362612399,0.07037074005151683,0.06865324594270049,0.02796786053115272]","[0.27277121831692025,0.3139146630557038,0.155015298475882,0.091306973626124,0.07037074005151685,0.0686532459427005,0.027967860531152723]",4.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,-1.0,-0.15,-1.2,-4.5,sell,False,False,1.0,1.0,lots,market,minus,False,,0.0,0.27277121831692025,0.27277121831692025,4.0,0.07037074005151685,0.07037074005151685,1.0,0.0,1.0,1.0,3.0,3.0,996.0,997.0,996.5,1.0,0.2794661082465359,7.4972917058842645,4.222114783372483,995.0,997.0,996.0,2.0,0.39507597406737727,7.328248257464251,3.1776286892923737,995.5,-1.0,5,100,1,minus
episode_6ba520e8,minus,100,6,90.0,105.0,heuristic_sell_policy,"[0.3004274859656683,0.3060332936349099,0.15115120327058895,0.08907021728779105,0.06868745540567701,0.06704091336425105,0.01758943107111379]","[0.3004274859656683,0.3060332936349099,0.15115120327058895,0.08907021728779105,0.06868745540567701,0.06704091336425105,0.01758943107111379]",3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,-1.0,-0.2,-1.4,-5.0,sell,False,False,1.0,1.0,lots,market,minus,False,,0.0,0.3004274859656683,0.3004274859656683,4.0,0.06868745540567701,0.06868745540567701,1.0,0.0,1.0,1.0,2.0,2.0,995.0,997.0,996.0,2.0,0.39507597406737727,7.328248257464251,3.1776286892923737,995.0,996.0,995.5,1.0,0.2908374974565839,11.006554124234398,6.046799448033661,995.5,-0.5,5,100,1,minus
episode_6ba520e8,minus,100,7,105.0,106.65928960502586,heuristic_sell_policy,"[0.31855785796987796,0.30738253371001456,0.1497967344462309,0.08542118122159298,0.0629276912948357,0.059253025484807126,0.016660975872640663]","[0.318557857969878,0.3073825337100146,0.14979673444623093,0.08542118122159299,0.06292769129483572,0.05925302548480714,0.016660975872640666]",2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-0.35,-1.7499999999999998,-5.0,sell,True,False,1.0,1.0,lots,market,minus,False,,0.0,0.318557857969878,0.318557857969878,4.0,0.06292769129483572,0.06292769129483572,1.0,0.0,1.0,1.0,2.0,2.0,995.0,996.0,995.5,1.0,0.2908374974565839,11.006554124234398,6.046799448033661,995.0,996.0,995.5,1.0,0.2690460424117469,10.118114097982051,5.827901664776523,995.5,0.0,5,100,1,minus
episode_062901b7,baseline,101,0,0.0,15.0,heuristic_sell_policy,"[0.16561078696093096,0.4072916980023394,0.19005905216725233,0.09633296645543693,0.05810195546549249,0.04480648891393419,0.03779705203461365]","[0.16561078696093096,0.4072916980023394,0.19005905216725233,0.09633296645543693,0.05810195546549249,0.04480648891393419,0.03779705203461365]",20.0,13.0,0.0,12.0,3.0,4.0,0.0,0.0,-7.0,0.2,0.2,1.0,buy,False,False,,0.0,normalized,component,baseline,False,,,,,,,,0.0,0.0,3.0,3.0,19.0,19.0,1001.0,1002.0,1001.5,1.0,-0.16639539761527206,5.697114861607029,7.971511355928363,1001.0,1002.0,1001.5,1.0,-0.19492792068728026,5.797804635622161,8.6053892760874,1003.5,2.0,5,101,2,baseline
episode_062901b7,baseline,101,1,15.0,30.0,heuristic_sell_policy,"[0.20744441742894593,0.34710797677537975,0.16661249347996404,0.09137354355643498,0.06342940273946553,0.056736189506468235,0.06729597651334157]","[0.20744441742894593,0.34710797677537975,0.16661249347996404,0.09137354355643498,0.06342940273946553,0.056736189506468235,0.06729597651334157]",13.0,5.0,12.0,5.0,3.0,5.0,0.0,0.0,-8.0,0.25,0.44999999999999996,1.0,buy,False,False,,0.0,normalized,component,baseline,False,,,,,,,,0.0,0.0,3.0,3.0,13.0,13.0,1001.0,1002.0,1001.5,1.0,-0.19492792068728026,5.797804635622161,8.6053892760874,1001.0,1002.0,1001.5,1.0,0.14188380469832837,8.537948910247025,6.4161976940174,1003.5,2.0,5,101,2,baseline
episode_062901b7,baseline,101,2,30.0,45.0,heuristic_sell_policy,"[0.12475988160369132,0.3320531905320286,0.16503468821008496,0.09870752711045276,0.07762390205781543,0.07686950819017449,0.12495130229575246]","[0.12475988160369132,0.3320531905320286,0.16503468821008496,0.09870752711045276,0.07762390205781543,0.07686950819017449,0.12495130229575246]",5.0,2.0,5.0,1.0,1.0,2.0,0.0,0.0,-3.0,0.1,0.5499999999999999,1.5,buy,False,False,,0.0,normalized,component,baseline,False,,,,,,,,0.0,0.0,1.0,1.0,4.0,4.0,1001.0,1002.0,1001.5,1.0,0.14188380469832837,8.537948910247025,6.4161976940174,1001.0,1003.0,1002.0,2.0,0.009924106152027433,4.918890449335937,4.8222186486094465,1004.0,2.5,5,101,2,baseline
episode_062901b7,baseline,101,3,45.0,60.0,heuristic_sell_policy,"[0.15222973803604936,0.29792388071211373,0.15209097205533362,0.09660008084158458,0.08170247474177265,0.08504460739232113,0.13440824622082498]","[0.15222973803604936,0.29792388071211373,0.15209097205533362,0.09660008084158458,0.08170247474177265,0.08504460739232113,0.13440824622082498]",2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.05,0.6,2.0,buy,False,False,,0.0,normalized,component,baseline,False,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,1001.0,1003.0,1002.0,2.0,0.009924106152027433,4.918890449335937,4.8222186486094465,1002.0,1003.0,1002.5,1.0,0.12865506245988498,10.474568667243298,8.086582592582976,1004.5,2.5,5,101,2,baseline
episode_062901b7,baseline,101,4,60.0,75.0,heuristic_sell_policy,"[0.15359438173609352,0.31922890273744725,0.15977432541990644,0.09712227037916908,0.0779663923970021,0.0783546065956218,0.11395912073475983]","[0.15359438173609352,0.31922890273744725,0.15977432541990644,0.09712227037916908,0.0779663923970021,0.0783546065956218,0.11395912073475983]",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.0,buy,False,False,,0.0,normalized,component,baseline,False,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1002.0,1003.0,1002.5,1.0,0.12865506245988498,10.474568667243298,8.086582592582976,1003.0,1004.0,1003.5,1.0,-0.22381745490181468,6.325082712811968,9.972842956237596,1005.0,2.5,5,101,2,baseline
episode_062901b7,baseline,101,5,75.0,90.0,heuristic_sell_policy,"[0.2677209620289159,0.2740526618597666,0.13875411878750818,0.08655891841763763,0.07170445693890952,0.07362827098551011,0.08758061098175211]","[0.2677209620289159,0.2740526618597666,0.13875411878750818,0.08655891841763763,0.07170445693890952,0.07362827098551011,0.08758061098175211]",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.0,buy,False,False,,0.0,normalized,component,baseline,False,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1003.0,1004.0,1003.5,1.0,-0.22381745490181468,6.325082712811968,9.972842956237596,1003.0,1004.0,1003.5,1.0,0.05347917969766844,7.8711460280039045,7.071998895397043,1005.5,2.0,5,101,2,baseline
episode_062901b7,baseline,101,6,90.0,105.0,heuristic_sell_policy,"[0.22114373517959707,0.30800078971920564,0.15400970185434598,0.09341633910896996,0.07478927944243648,0.07501889526614872,0.07362125942929618]","[0.22114373517959707,0.30800078971920564,0.15400970185434598,0.09341633910896996,0.07478927944243648,0.07501889526614872,0.07362125942929618]",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.5,buy,False,False,,0.0,normalized,component,baseline,False,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1003.0,1004.0,1003.5,1.0,0.05347917969766844,7.8711460280039045,7.071998895397043,1003.0,1005.0,1004.0,2.0,-0.04754537654012806,5.479301684368714,6.026341837975033,1005.5,2.0,5,101,2,baseline
